package	upstream_url
xfce4-clipman-plugin	http://archive.xfce.org/src/panel-plugins/xfce4-clipman-plugin
xfce4-dev-tools	http://archive.xfce.org/src/xfce/xfce4-dev-tools
xfce4-notifyd	http://archive.xfce.org/src/apps/xfce4-notifyd
xfce4-panel	https://archive.xfce.org/src/xfce/xfce4-panel
xfce4-panel-profiles	https://github.com/xfce-mirror/xfce4-panel-profiles
xfce4-power-manager	https://archive.xfce.org/src/xfce/xfce4-power-manager
xfce4-pulseaudio-plugin	http://archive.xfce.org/src/panel-plugins/xfce4-pulseaudio-plugin
xfce4-screensaver	http://archive.xfce.org/src/apps/xfce4-screensaver
xfce4-screenshooter	http://archive.xfce.org/src/apps/xfce4-screenshooter
xfce4-session	http://archive.xfce.org/src/xfce/xfce4-session
xfce4-settings	http://archive.xfce.org/src/xfce/xfce4-settings
xfce4-systemload-plugin	http://archive.xfce.org/src/panel-plugins/xfce4-systemload-plugin/
xfce4-taskmanager	http://archive.xfce.org/src/apps/xfce4-taskmanager
xfce4-terminal	http://archive.xfce.org/src/apps/xfce4-terminal
xfce4-weather-plugin	https://archive.xfce.org/src/panel-plugins/xfce4-weather-plugin/
xfce4-whiskermenu-plugin	https://archive.xfce.org/src/panel-plugins/xfce4-whiskermenu-plugin
xfce4-xkb-plugin	https://archive.xfce.org/src/panel-plugins/xfce4-xkb-plugin
xfconf	http://archive.xfce.org/src/xfce/xfconf
xfdesktop	https://archive.xfce.org/src/xfce/xfdesktop
xfsdump	https://kernel.org/pub/linux/utils/fs/xfs
xfsprogs	https://www.kernel.org/pub/linux/utils/fs/xfs
xfwm4	http://archive.xfce.org/src/xfce/xfwm4
xine-ui	https://sourceforge.net/projects/xine/files/xine-ui/
xkeyboard-config	https://gitlab.freedesktop.org/xkeyboard-config/xkeyboard-config
xmltoman	https://github.com/atsb/xmltoman
xpaint	https://sourceforge.net/projects/sf-xpaint
xpdf	https://www.xpdfreader.com
xsimd	https://github.com/xtensor-stack/xsimd
xsnow	https://www.ratrabbit.nl/ratrabbit/xsnow/downloads/index.html
xterm	https://invisible-island.net/archives/xterm
xxHash	https://github.com/Cyan4973/xxHash
xz	https://github.com/tukaani-project/xz
yakuake	https://github.com/KDE/yakuake
zanshin	https://github.com/KDE/zanshin
zint	https://sourceforge.net/projects/zint/files/
zlib	https://www.zlib.net/
zsh	ftp://ftp.zsh.org/zsh/
zstd	https://github.com/facebook/zstd
zug	https://github.com/arximboldi/zug
zxing-cpp	https://github.com/zxing-cpp/zxing-cpp
