package	upstream_url
libadwaita	https://gitlab.gnome.org/GNOME/libadwaita
libaio	http://releases.pagure.org/libaio
libarchive	https://github.com/libarchive/libarchive
libass	https://github.com/libass/libass
libblockdev	https://github.com/storaged-project/libblockdev
libbluray	https://code.videolan.org/videolan/libudfread
libburn	https://dev.lovelyhq.com/libburnia/libburn
libbytesize	https://github.com/storaged-project/libbytesize
libcaca	https://github.com/cacalabs/libcaca
libcacard	https://gitlab.freedesktop.org/spice/libcacard
libcanberra	http://0pointer.de/lennart/projects/libcanberra/
libcap	https://mirrors.edge.kernel.org/pub/linux/libs/security/linux-privs/libcap2/
libcap-ng	https://github.com/stevegrubb/libcap-ng
libcbor	https://github.com/PJK/libcbor
libcdio	https://github.com/libcdio/libcdio
libcdio-paranoia	http://ftp.gnu.org/gnu/libcdio/
libcec	https://github.com/Pulse-Eight/libcec
libcgroup	https://github.com/libcgroup/libcgroup
libcue	https://github.com/lipnitsk/libcue
libcupsfilters	https://github.com/OpenPrinting/libcupsfilters
libdaemon	http://0pointer.de/lennart/projects/libdaemon/
libdbusmenu-qt	http://archive.ubuntu.com/ubuntu/pool/main/libd/libdbusmenu-qt/
libdecor	https://gitlab.freedesktop.org/libdecor/libdecor
libdeflate	https://github.com/ebiggers/libdeflate
libdisplay-info	https://gitlab.freedesktop.org/emersion/libdisplay-info
libdmtx	https://github.com/dmtx/libdmtx
libdrm	https://dri.freedesktop.org/libdrm/
libdvdnav	https://download.videolan.org/pub/videolan/libdvdnav/
libdvdread	http://download.videolan.org/pub/videolan/libdvdread/
libei	https://gitlab.freedesktop.org/libinput/libei
libepoxy	https://github.com/anholt/libepoxy
liberation-fonts-ttf	https://github.com/liberationfonts/liberation-fonts
libev	http://dist.schmorp.de/libev/Attic
libevdev	http://www.freedesktop.org/software/libevdev/
libexif	https://github.com/libexif/libexif/
libffi	https://github.com/libffi/libffi
libfido2	https://github.com/Yubico/libfido2
libfprint	https://gitlab.freedesktop.org/libfprint/libfprint
libfyaml	https://github.com/pantoniou/libfyaml
libgee	https://download.gnome.org/sources/libgee/
libglvnd	https://github.com/NVIDIA/libglvnd
libgnt	https://sourceforge.net/projects/pidgin/files/libgnt/
libgpg-error	https://gnupg.org/ftp/gcrypt/libgpg-error
libgravatar	https://github.com/KDE/libgravatar
libgtop	https://download.gnome.org/sources/libgtop/
libgusb	https://github.com/hughsie/libgusb
libid3tag	https://codeberg.org/tenacityteam/libid3tag
libieee1284	https://github.com/twaugh/libieee1284
libime	https://download.fcitx-im.org/fcitx5/libime/
libindi	https://github.com/indilib/indi
libinput	https://gitlab.freedesktop.org/libinput/libinput
libiodbc	https://github.com/openlink/iODBC
libjpeg-turbo	https://sourceforge.net/projects/libjpeg-turbo
libkcddb	https://github.com/KDE/libkcddb
libkdcraw	https://github.com/KDE/libkdcraw
libkdegames	https://github.com/KDE/libkdegames
libkdepim	https://github.com/KDE/libkdepim
libkeduvocdocument	https://github.com/KDE/libkeduvocdocument
libkexiv2	https://github.com/KDE/libkexiv2
libkgapi	https://github.com/KDE/libkgapi
libkleo	https://github.com/KDE/libkleo
libkmahjongg	https://github.com/KDE/libkmahjongg
libkomparediff2	https://github.com/KDE/libkomparediff2
libksane	https://github.com/KDE/libksane
libksba	https://gnupg.org/ftp/gcrypt/libksba
libkscreen	https://github.com/KDE/libkscreen
libksieve	https://github.com/KDE/libksieve
libksysguard	https://github.com/KDE/libksysguard
libktorrent	https://github.com/KDE/libktorrent
libmaxminddb	https://github.com/maxmind/libmaxminddb
libmbim	https://gitlab.freedesktop.org/mobile-broadband/libmbim
libmnl	https://www.netfilter.org/projects/libmnl/files
libmypaint	https://github.com/mypaint/libmypaint
libndp	https://github.com/jpirko/libndp
libnetfilter_conntrack	https://www.netfilter.org/projects/libnetfilter_conntrack/files/
libnetfilter_cthelper	https://netfilter.org/projects/libnetfilter_cthelper/files
libnetfilter_cttimeout	https://netfilter.org/projects/libnetfilter_cttimeout/files
libnfnetlink	https://netfilter.org/projects/libnfnetlink/files
libnftnl	https://netfilter.org/projects/libnftnl/files
libnice	https://libnice.freedesktop.org/#download
libnl	https://www.infradead.org/~tgr/libnl
libnl3	https://github.com/thom311/libnl
libnova	http://sourceforge.net/projects/libnova/files/libnova/
libnsl	https://github.com/thkukuk/libnsl
libnss_nis	https://github.com/thkukuk/libnss_nis
libnvme	https://github.com/linux-nvme/libnvme
libopusenc	https://github.com/xiph/libopusenc
libpaper	https://github.com/rrthomas/libpaper
libplacebo	https://github.com/haasn/libplacebo
libplasma	https://github.com/KDE/libplasma
libplist	https://github.com/libimobiledevice/libplist
libpng	https://libpng.sourceforge.io
libportal	https://github.com/flatpak/libportal
libppd	https://github.com/OpenPrinting/libppd
libproxy	https://github.com/libproxy/libproxy
libpsl	https://github.com/rockdaboot/libpsl
libptytty	http://dist.schmorp.de/libptytty/
libpwquality	https://github.com/libpwquality/libpwquality
libqaccessibilityclient	https://github.com/KDE/libqaccessibilityclient
libqalculate	https://github.com/Qalculate/libqalculate
libqmi	https://gitlab.freedesktop.org/mobile-broadband/libqmi
libqrtr-glib	https://gitlab.freedesktop.org/mobile-broadband/libqrtr-glib
libQuotient	https://github.com/quotient-im/libQuotient
LibRaw	https://www.libraw.org/download
libsamplerate	https://github.com/libsndfile/libsamplerate
libsass	https://github.com/sass/libsass
libseccomp	https://github.com/seccomp/libseccomp
libsfdo	https://gitlab.freedesktop.org/vyivel/libsfdo
libsigc++	https://github.com/libsigcplusplus/libsigcplusplus
libsigc++3	https://github.com/libsigcplusplus/libsigcplusplus
libslirp	https://gitlab.com/qemu-project/libslirp
libsndfile	https://github.com/erikd/libsndfile/
libssh	https://www.libssh.org/files
libssh2	https://github.com/libssh2/libssh2
libtiff	https://download.osgeo.org/libtiff/
libtraceevent	https://git.kernel.org/pub/scm/libs/libtrace/libtraceevent.git/
libtracefs	https://git.kernel.org/pub/scm/libs/libtrace/libtracefs.git/
libunibreak	https://github.com/adah1972/libunibreak
liburing	https://github.com/axboe/liburing
libusb	https://github.com/libusb/libusb
libusb-compat	http://downloads.sourceforge.net/libusb
libuv	https://dist.libuv.org/dist
libva	https://github.com/intel/libva
libva-utils	https://github.com/intel/libva-utils
libvdpau	https://gitlab.freedesktop.org/vdpau/libvdpau
libvisio	http://dev-www.libreoffice.org/src/libvisio
libvisual	https://github.com/Libvisual/libvisual
libvorbis	http://downloads.xiph.org/releases/vorbis
libvpx	https://github.com/webmproject/libvpx
libwacom	https://github.com/linuxwacom/libwacom
libwebp	https://downloads.webmproject.org/releases/webp/
libwmf	https://github.com/caolanm/libwmf
libwnck3	https://ftp.gnome.org/pub/gnome/sources/libwnck/
libx86	https://gitlab.archlinux.org/grawlinson/libx86
libXaw3dXft	https://github.com/DaveFlater/libXaw3dXft
libXcm	https://github.com/oyranos-cms/libxcm
libxfce4ui	https://archive.xfce.org/src/xfce/libxfce4ui
libxfce4util	https://archive.xfce.org/src/xfce/libxfce4util
libxfce4windowing	https://archive.xfce.org/src/xfce/libxfce4windowing
libxkbcommon	https://github.com/xkbcommon/libxkbcommon
libxml2	https://download.gnome.org/sources/libxml2
libxmlb	https://github.com/hughsie/libxmlb
libxslt	https://download.gnome.org/sources/libxslt
libyaml	http://pyyaml.org/wiki/LibYAML
links	http://links.twibright.com/download
llvm	https://github.com/llvm/llvm-project
lm_sensors	https://github.com/hramrach/lm-sensors
lmdb	https://git.openldap.org/openldap/openldap
logrotate	https://github.com/logrotate/logrotate
lokalize	https://github.com/KDE/lokalize
lrzip	https://github.com/ckolivas/lrzip
lskat	https://github.com/KDE/lskat
lsof	https://github.com/lsof-org/lsof
lsscsi	http://sg.danny.cz/scsi/lsscsi.html
lua	http://www.lua.org/ftp
luajit-lgi	https://github.com/pavouk/lgi
lvm2	ftp://sourceware.org/pub/lvm2/
lxc	https://linuxcontainers.org/lxc/downloads/
lynx	https://invisible-island.net/archives/lynx/tarballs/
lz4	https://github.com/lz4/lz4
mailcommon	https://github.com/KDE/mailcommon
mailimporter	https://github.com/KDE/mailimporter
Mako	https://pypi.org/project/Mako/
man-db	https://gitlab.com/man-db/man-db
man-pages	http://www.kernel.org/pub/linux/docs/man-pages/
marble	https://github.com/KDE/marble
mariadb	https://ftp.osuosl.org/pub/mariadb/
marisa	https://github.com/s-yata/marisa-trie
markdownpart	https://github.com/KDE/markdownpart
marknote	https://github.com/KDE/marknote
massif-visualizer	https://github.com/KDE/massif-visualizer
mbox-importer	https://github.com/KDE/mbox-importer
mc	https://midnight-commander.org/
mdadm	https://git.kernel.org/pub/scm/utils/mdadm/mdadm.git/
media-player-info	https://gitlab.freedesktop.org/media-player-info/media-player-info
mercurial	https://www.mercurial-scm.org/release
merkuro	https://github.com/KDE/merkuro
mesa	ftp://ftp.freedesktop.org/pub/mesa/
meson	https://github.com/mesonbuild/meson
meson-python	https://github.com/mesonbuild/meson-python
messagelib	https://github.com/KDE/messagelib
milou	https://github.com/KDE/milou
mimetreeparser	https://github.com/KDE/mimetreeparser
minicom	https://salsa.debian.org/minicom-team/minicom
minuet	https://github.com/KDE/minuet
mlt	https://github.com/mltframework/mlt
ModemManager	https://gitlab.freedesktop.org/mobile-broadband/ModemManager
modemmanager-qt	https://github.com/KDE/modemmanager-qt
mold	https://github.com/rui314/mold
moreutils	https://joeyh.name/code/moreutils/
mosh	https://mosh.org
most	https://www.jedsoft.org/releases/most/
motif	https://github.com/thentenaar/motif
mousepad	https://archive.xfce.org/src/apps/mousepad
movit	https://movit.sesse.net
mpfr	https://www.mpfr.org/mpfr-current/
mpg123	https://mpg123.org/download
mpv	https://github.com/mpv-player/mpv
mpvqt	https://github.com/KDE/mpvqt
mtdev	http://bitmath.org/code/mtdev/
mtr	https://github.com/traviscross/mtr
mujs	https://mujs.com/downloads
mutt	ftp://ftp.mutt.org/pub/mutt/
mypaint-brushes	https://github.com/mypaint/mypaint-brushes
ncompress	https://github.com/vapier/ncompress
ncurses	https://invisible-mirror.net/archives/ncurses/current
ndctl	https://github.com/pmem/ndctl
neochat	https://github.com/KDE/neochat
neon	https://notroj.github.io/neon/
net-snmp	https://sourceforge.net/projects/net-snmp/
netatalk	https://netatalk.sourceforge.io
nethack	https://www.nethack.org/download
NetworkManager	https://gitlab.freedesktop.org/NetworkManager/NetworkManager
NetworkManager-openvpn	https://github.com/NetworkManager/NetworkManager-openvpn/
networkmanager-qt	https://github.com/KDE/networkmanager-qt
newt	https://releases.pagure.org/newt
nfs-utils	https://www.kernel.org/pub/linux/utils/nfs-utils
nftables	https://netfilter.org/projects/nftables/files
nghttp2	https://github.com/nghttp2/nghttp2
nghttp3	https://github.com/ngtcp2/nghttp3
ngtcp2	https://github.com/ngtcp2/ngtcp2
ninja	https://github.com/ninja-build/ninja
nlohmann-json	https://github.com/nlohmann/json
nmap	https://nmap.org/download.html
nodejs	https://nodejs.org/dist
noto-cjk-fonts-ttf	https://github.com/googlefonts/noto-cjk
noto-emoji	https://github.com/googlei18n/noto-emoji
noto-fonts-ttf	https://github.com/notofonts/notofonts.github.io
npth	https://gnupg.org/ftp/gcrypt/npth
nss-mdns	https://github.com/avahi/nss-mdns
nss-pam-ldapd	https://arthurdejong.org/nss-pam-ldapd
ntp	https://www.ntp.org/downloads/
nvme-cli	https://github.com/linux-nvme/nvme-cli
ocean-sound-theme	https://github.com/KDE/ocean-sound-theme
ocl-icd	https://github.com/OCL-dev/ocl-icd
okteta	https://github.com/KDE/okteta
okular	https://github.com/KDE/okular
olm	https://gitlab.matrix.org/matrix-org/olm
oniguruma	https://github.com/kkos/oniguruma
openal-soft	https://openal-soft.org/openal-releases
openblas	https://github.com/xianyi/OpenBLAS
OpenCC	https://github.com/BYVoid/OpenCC
opencl-headers	https://github.com/KhronosGroup/OpenCL-Headers
opencv	https://github.com/opencv/opencv
openexr	https://github.com/AcademySoftwareFoundation/openexr
openjpeg	https://github.com/uclouvain/openjpeg
openjph	https://github.com/aous72/OpenJPH
openldap	ftp://ftp.OpenLDAP.org/pub/OpenLDAP/openldap-release
openresolv	https://github.com/NetworkConfiguration/openresolv
openrsync	https://github.com/kristapsdz/openrsync
opensc	https://github.com/OpenSC/OpenSC
openssh	https://ftp.openbsd.org/pub/OpenBSD/OpenSSH/portable/
openssl	https://github.com/openssl/openssl
opentimelineio	https://github.com/AcademySoftwareFoundation/OpenTimelineIO
openvpn	https://github.com/OpenVPN/openvpn
opus	https://downloads.xiph.org/releases/opus
oxygen	https://github.com/KDE/oxygen
oxygen-fonts	https://github.com/KDE/oxygen-fonts
oxygen-icons	https://github.com/KDE/oxygen-icons
oxygen-sounds	https://github.com/KDE/oxygen-sounds
p11-kit	https://github.com/p11-glue/p11-kit
p2c	https://alum.mit.edu/www/toms/p2c/
p8-platform	https://github.com/Pulse-Eight/platform
pahole	https://git.kernel.org/pub/scm/devel/pahole/pahole.git
palapeli	https://github.com/KDE/palapeli
pam	https://github.com/linux-pam/linux-pam
pam-krb5	https://archives.eyrie.org/software/kerberos
pan	https://gitlab.gnome.org/GNOME/pan/
pango	https://github.com/GNOME/pango
parley	https://github.com/KDE/parley
partitionmanager	https://github.com/KDE/partitionmanager
pcaudiolib	https://github.com/espeak-ng/pcaudiolib
pciutils	ftp://atrey.karlin.mff.cuni.cz/pub/linux/pci/
pcre	https://sourceforge.net/projects/pcre/files/pcre/
pcre2	https://github.com/PCRE2Project/pcre2
pcsc-lite	https://pcsclite.apdu.fr/files/
phonon	https://download.kde.org/stable/phonon/
phonon-backend-gstreamer	http://download.kde.org/stable/phonon/phonon-backend-gstreamer/
phonon-backend-mpv	https://github.com/OpenProgger/phonon-mpv
picmi	https://github.com/KDE/picmi
pim-data-exporter	https://github.com/KDE/pim-data-exporter
pim-sieve-editor	https://github.com/KDE/pim-sieve-editor
pimcommon	https://github.com/KDE/pimcommon
pipewire	https://gitlab.freedesktop.org/pipewire/pipewire
pkgconf	https://distfiles.ariadne.space/pkgconf
plasma-activities	https://github.com/KDE/plasma-activities
plasma-activities-stats	https://github.com/KDE/plasma-activities-stats
plasma-bigscreen	https://github.com/KDE/plasma-bigscreen
plasma-browser-integration	https://github.com/KDE/plasma-browser-integration
plasma-desktop	https://github.com/KDE/plasma-desktop
plasma-disks	https://github.com/KDE/plasma-disks
plasma-firewall	https://github.com/KDE/plasma-firewall
plasma-framework5	https://github.com/KDE/plasma-framework
plasma-integration	https://github.com/KDE/plasma-integration
plasma-nano	https://github.com/KDE/plasma-nano
plasma-nm	https://github.com/KDE/plasma-nm
plasma-pa	https://github.com/KDE/plasma-pa
plasma-sdk	https://github.com/KDE/plasma-sdk
plasma-systemmonitor	https://github.com/KDE/plasma-systemmonitor
plasma-vault	https://github.com/KDE/plasma-vault
plasma-wayland-protocols	https://github.com/KDE/plasma-wayland-protocols
plasma-workspace	https://github.com/KDE/plasma-workspace
plasma-workspace-wallpapers	https://github.com/KDE/plasma-workspace-wallpapers
plasma5support	https://github.com/KDE/plasma5support
poke	ftp://ftp.gnu.org/pub/gnu/poke
polkit-kde-agent	https://github.com/KDE/polkit-kde-agent-1
popt	ftp://ftp.rpm.org/pub/rpm/popt/releases
postfix	ftp://ftp.porcupine.org/mirrors/postfix-release/official/
potrace	https://potrace.sourceforge.net/
powerdevil	https://github.com/KDE/powerdevil
poxml	https://github.com/KDE/poxml
ppp	https://github.com/paulusmack/ppp
print-manager	https://github.com/KDE/print-manager
prison	https://github.com/KDE/prison
prison5	https://github.com/KDE/prison
procmail	https://github.com/BuGlessRB/procmail
procps-ng	https://gitlab.com/psmisc/psmisc
protobuf	https://github.com/google/protobuf
pssh	https://github.com/lilydjwg/pssh
pulseaudio	http://freedesktop.org/software/pulseaudio/releases/
pulseaudio-qt	https://github.com/KDE/pulseaudio-qt
purpose	https://github.com/KDE/purpose
purpose5	https://github.com/KDE/purpose
pycairo	https://github.com/pygobject/pycairo
pycups	http://pypi.python.org/pypi/pycups
pycurl	https://pypi.python.org/pypi/pycurl
pygobject3	http://ftp.gnome.org/pub/GNOME/sources/pygobject/
pyparsing	http://pypi.python.org/pypi/pyparsing/
PyQt-builder	https://pypi.org/project/PyQt-builder/
PyQt5	https://pypi.org/project/PyQt5
PyQt5_sip	https://pypi.org/project/pyqt5-sip/
PyQt6	https://pypi.org/project/PyQt6
PyQt6_sip	https://pypi.org/project/pyqt6-sip/
python-accessible-pygments	https://pypi.python.org/pypi/accessible-pygments
python-alabaster	https://pypi.org/project/alabaster
python-attrs	https://pypi.org/project/attrs
python-babel	https://pypi.org/project/babel
python-build	https://pypi.org/project/build
python-calver	https://pypi.org/project/calver
python-certifi	https://pypi.python.org/pypi/certifi
python-cffi	https://pypi.python.org/pypi/cffi
python-chardet	https://github.com/chardet/chardet
python-charset-normalizer	https://pypi.org/project/charset_normalizer
python-distro	https://github.com/nir0s/distro
python-dnspython	https://pypi.org/project/dnspython
python-docutils	https://pypi.org/project/docutils
python-doxypypy	https://pypi.org/project/doxypypy
python-doxyqml	https://pypi.org/project/doxyqml
python-editables	https://pypi.org/project/editables
python-flit-core	https://pypi.org/project/flit_core
python-future	https://pypi.org/project/future/
python-glad2	https://pypi.org/project/glad2
python-hatch-fancy-pypi-readme	https://pypi.python.org/pypi/hatch-fancy-pypi-readme
python-hatch-vcs	https://github.com/ofek/hatch-vcs
python-hatchling	https://pypi.org/project/hatchling
python-html5lib	https://github.com/html5lib/html5lib-python
python-idna	https://github.com/kjd/idna
python-imagesize	https://pypi.org/project/imagesize
python-importlib_metadata	https://pypi.org/project/importlib-metadata
python-installer	https://pypi.org/project/installer
python-Jinja2	https://pypi.org/project/Jinja2
python-lxml	https://pypi.org/project/lxml
python-markdown	https://pypi.org/project/markdown
python-MarkupSafe	https://pypi.org/project/Markupsafe
python-notify2	https://pypi.python.org/pypi/notify2
python-numpy	https://pypi.org/project/numpy/
python-packaging	https://pypi.org/project/packaging/
python-pathspec	https://pypi.org/project/pathspec
python-pbr	https://pypi.org/project/pbr
python-pillow	https://github.com/python-pillow/Pillow
python-pip	https://pypi.python.org/pypi/pip
python-pluggy	https://pypi.org/project/pluggy
python-ply	https://pypi.python.org/pypi/ply
python-psutil	https://pypi.org/project/psutil
python-pybind11	https://pypi.python.org/pypi/pybind11
python-pycparser	https://pypi.python.org/pypi/pycparser
python-pygments	https://pypi.org/project/pygments
python-pyproject-hooks	https://pypi.org/project/pyproject_hooks
python-pyproject_metadata	https://pypi.org/project/pyproject-metadata/
python-pysol_cards	https://pypi.org/project/pysol_cards
python-PyYAML	https://pypi.org/project/pyyaml
python-random2	https://pypi.python.org/pypi/random2
python-requests	https://github.com/requests/requests
python-roman-numerals	https://pypi.org/project/roman-numerals
python-scikit-build-core	https://pypi.python.org/pypi/scikit_build_core
python-setuptools	https://pypi.python.org/pypi/setuptools
python-setuptools-gettext	https://pypi.org/project/setuptools-gettext/
python-setuptools_scm	https://pypi.org/project/setuptools_scm
python-six	http://pypi.python.org/pypi/six/
python-smartypants	https://github.com/leohemsted/smartypants.py
python-snowballstemmer	https://pypi.org/project/snowballstemmer
python-sphinx	https://pypi.org/project/sphinx
python-sphinx_rtd_theme	https://pypi.python.org/pypi/sphinx_rtd_theme
python-tomli-w	https://pypi.org/project/tomli-w
python-trove-classifiers	https://pypi.org/project/trove-classifiers
python-typogrify	https://pypi.org/project/typogrify
python-urllib3	https://pypi.org/project/urllib3
python-vcs_versioning	https://pypi.org/project/vcs_versioning
python-versioneer	https://pypi.org/project/versioneer
python-webencodings	https://pypi.org/project/webencodings
python-wheel	https://pypi.org/project/wheel
python-zipp	https://pypi.org/project/zipp
python2	http://www.python.org/ftp/python/
python3	http://www.python.org/ftp/python/
pyxdg	https://pypi.org/project/pyxdg
qalculate-gtk	https://github.com/Qalculate/qalculate-gtk
qalculate-qt	https://github.com/Qalculate/qalculate-qt
qca	https://download.kde.org/stable/qca/
qcoro	https://github.com/danvratil/qcoro
qgpgme	https://www.gnupg.org/ftp/gcrypt/qgpgme
qml-box2d	https://github.com/qml-box2d/qml-box2d
qpdf	https://sourceforge.net/projects/qpdf/files/qpdf/
qqc2-breeze-style	https://github.com/KDE/qqc2-breeze-style
qqc2-desktop-style	https://github.com/KDE/qqc2-desktop-style
qqc2-desktop-style5	https://github.com/KDE/qqc2-desktop-style
qrca	https://github.com/KDE/qrca
qrencode	http://fukuchi.org/works/qrencode
qtkeychain	https://github.com/frankosterfeld/qtkeychain
quazip	https://github.com/stachenov/quazip
range-v3	https://github.com/ericniebler/range-v3
rdfind	https://github.com/pauldreik/rdfind
re2c	https://github.com/skvadrik/re2c
readstat	https://github.com/WizardMac/ReadStat/
rinutils	https://github.com/shlomif/rinutils
rocs	https://github.com/KDE/rocs
rpcsvc-proto	https://github.com/thkukuk/rpcsvc-proto
rpm	http://ftp.rpm.org/releases
rpm2tgz	https://gitweb.gentoo.org/proj/rpm2targz.git/plain/rpmoffset.c?id=9abf939441a6d38c512f8723d1c4e62a1f2af611
rttr	https://www.rttr.org/download
rubygem-asciidoctor	https://rubygems.org/gems/asciidoctor
rust	https://github.com/rust-lang/rust
rxvt-unicode	http://dist.schmorp.de/rxvt-unicode/
s-nail	http://ftp.sdaoden.eu/
samba	https://download.samba.org/pub/samba/stable
sane	http://www.sane-project.org/source.html
sassc	https://github.com/sass/sassc
sc-im	https://github.com/andmarti1424/sc-im
scdoc	https://git.sr.ht/~sircmpwn/scdoc
scons	http://sourceforge.net/projects/scons/files
sddm	https://github.com/sddm/sddm
sddm-kcm	https://github.com/KDE/sddm-kcm
SDL2	https://github.com/libsdl-org/SDL
SDL2_image	https://github.com/libsdl-org/SDL_image
SDL2_mixer	https://github.com/libsdl-org/SDL_mixer
SDL2_net	https://github.com/libsdl-org/SDL_net
SDL2_ttf	https://github.com/libsdl-org/SDL_ttf
SDL3	https://github.com/libsdl-org/SDL
SDL3_ttf	https://github.com/libsdl-org/SDL_ttf
sdparm	http://sg.danny.cz/sg/sdparm.html
seamonkey	https://archive.seamonkey-project.org/
seatd	https://git.sr.ht/~kennylevinsen/seatd
sg3_utils	http://sg.danny.cz/sg/p/
shadow	https://github.com/shadow-maint/shadow
shared-mime-info	https://gitlab.freedesktop.org/xdg/shared-mime-info
simdutf	https://github.com/simdutf/simdutf
sip	https://pypi.org/project/SIP/
skanlite	https://github.com/KDE/skanlite
skanpage	https://github.com/KDE/skanpage
skladnik	https://github.com/KDE/skladnik
slang	https://www.jedsoft.org/releases/slang/
slrn	http://jedsoft.org/releases/slrn
smartmontools	https://sourceforge.net/projects/smartmontools/files/smartmontools
snownews	https://sourceforge.net/projects/snownews
socat	http://www.dest-unreach.org/socat/download/
sof-firmware	https://github.com/thesofproject/sof-bin
solid	https://github.com/KDE/solid
solid5	https://github.com/KDE/solid
sonnet	https://github.com/KDE/sonnet
sonnet5	https://github.com/KDE/sonnet
sound-theme-freedesktop	http://freedesktop.org/wiki/Specifications/sound-theme-spec
sox	https://codeberg.org/sox_ng/sox_ng
spdlog	https://github.com/gabime/spdlog
spectacle	https://github.com/KDE/spectacle
speech-dispatcher	https://github.com/brailcom/speechd
speex	https://github.com/xiph/speex
speexdsp	https://github.com/xiph/speexdsp
spice	https://www.spice-space.org/download/releases/spice-server
spice-protocol	https://www.spice-space.org/download/releases
spirv-llvm-translator	https://github.com/KhronosGroup/SPIRV-LLVM-Translator
sqlite	https://www.sqlite.org/download.html
sshfs	https://github.com/libfuse/sshfs
ssr	https://github.com/MaartenBaert/ssr
stb	https://github.com/nothings/stb
stellarsolver	https://github.com/rlancaste/stellarsolver
step	https://github.com/KDE/step
strace	https://github.com/strace/strace
stunnel	https://www.stunnel.org/downloads.html
subtitlecomposer	https://github.com/KDE/subtitlecomposer
sudo	https://www.sudo.ws/dist
suitesparse	https://github.com/DrTimothyAldenDavis/SuiteSparse
svgpart	https://github.com/KDE/svgpart
sweeper	https://github.com/KDE/sweeper
swig	https://sourceforge.net/projects/swig/files/swig/
syndication	https://github.com/KDE/syndication
syndication5	https://github.com/KDE/syndication
syntax-highlighting	https://github.com/KDE/syntax-highlighting
syntax-highlighting5	https://github.com/KDE/syntax-highlighting
sysfsutils	https://github.com/linux-ras/sysfsutils
sysklogd	https://github.com/troglobit/sysklogd
sysstat	https://github.com/sysstat/sysstat
systemsettings	https://github.com/KDE/systemsettings
sysvinit	https://codeberg.org/thejessesmith/sysvinit
taglib	https://taglib.org
tcl	https://www.tcl.tk/software/tcltk/download.html
tclx	https://github.com/flightaware/tclx
tcsh	ftp://ftp.astron.com/pub/tcsh/
tesseract	https://github.com/tesseract-ocr/tesseract
texlive	https://ftp.math.utah.edu/pub/tex/historic/systems/texlive
threadweaver	https://github.com/KDE/threadweaver
threadweaver5	https://github.com/KDE/threadweaver
thunar	https://archive.xfce.org/src/xfce/thunar
thunar-volman	https://archive.xfce.org/src/xfce/thunar-volman
tidy-html5	https://github.com/htacg/tidy-html5
timedated	https://forge.slackware.nl/rizitis/timedated
tin	ftp://ftp.tin.org:/pub/news/clients/tin
tk	https://www.tcl.tk/software/tcltk/download.html
tmux	https://github.com/tmux/tmux
tokodon	https://github.com/KDE/tokodon
traceroute	https://sourceforge.net/projects/traceroute/files/
tree	https://gitlab.com/OldManProgrammer/unix-tree
tree-sitter	https://github.com/tree-sitter/tree-sitter
ttf-tlwg	ftp://linux.thai.net/pub/thailinux/software/fonts-tlwg/fonts/
tumbler	http://archive.xfce.org/src/xfce/tumbler
udisks2	https://github.com/storaged-project/udisks
umbrello	https://github.com/KDE/umbrello
undervolt	https://github.com/georgewhewell/undervolt
union	https://github.com/KDE/union
universal-ctags	https://github.com/universal-ctags/ctags
upower	https://gitlab.freedesktop.org/upower/upower
usb_modeswitch	http://www.draisberghof.de/usb_modeswitch/
usbredir	https://www.spice-space.org/download/usbredir
usbutils	https://git.kernel.org/pub/scm/linux/kernel/git/gregkh/usbutils.git/
userspace-rcu	https://liburcu.org
utempter	https://github.com/altlinux/libutempter
utf8proc	https://github.com/JuliaStrings/utf8proc
v4l-utils	https://linuxtv.org/downloads/v4l-utils/
valgrind	http://sourceware.org/pub/valgrind
vde2	https://github.com/virtualsquare/vde-2
vid.stab	https://github.com/georgmartius/vid.stab
vim	https://github.com/vim/vim
virglrenderer	https://gitlab.freedesktop.org/virgl/virglrenderer
volume_key	https://pagure.io/volume_key/releases
vorbis-tools	https://xiph.org/downloads/
vte	https://gitlab.gnome.org/GNOME/vte
wacomtablet	https://github.com/KDE/wacomtablet
wavpack	https://github.com/dbry/WavPack
wayland	https://wayland.freedesktop.org/releases.html
wayland-protocols	https://wayland.freedesktop.org/releases.html
wayland-utils	https://gitlab.freedesktop.org/wayland/wayland-utils
wcslib	ftp://ftp.atnf.csiro.au/pub/software/wcslib
whois	https://github.com/rfc1036/whois
windowmaker	https://github.com/window-maker/wmaker
wireguard-tools	https://git.zx2c4.com/wireguard-tools
wireless-regdb	https://kernel.org/pub/software/network/wireless-regdb/
wireless_tools	https://hewlettpackard.github.io/wireless-tools/Tools.html
wireplumber	https://gitlab.freedesktop.org/pipewire/wireplumber
wlroots	https://gitlab.freedesktop.org/wlroots/wlroots
wpa_supplicant	https://w1.fi/wpa_supplicant/
wsdd2	https://github.com/Netgear/wsdd2
x3270	https://github.com/pmattes/x3270
xcb-imdkit	https://download.fcitx-im.org/fcitx5/xcb-imdkit/
xcm	https://github.com/oyranos-cms/xcm
xdg-desktop-portal	https://github.com/flatpak/xdg-desktop-portal
xdg-desktop-portal-gtk	https://github.com/flatpak/xdg-desktop-portal-gtk
xdg-desktop-portal-kde	https://github.com/KDE/xdg-desktop-portal-kde
xdg-utils	https://gitlab.freedesktop.org/xdg/xdg-utils
xf86-input-wacom	https://github.com/linuxwacom/xf86-input-wacom
xfce4-appfinder	http://archive.xfce.org/src/xfce/xfce4-appfinder
